zona,ciudad,precio,ambientes,bathrooms,area
Córdoba,santa-maria,245.000,8.0,,162
Córdoba,santa-maria,422.000,4.0,2.0,200
Córdoba,santa-maria,300.000,6.0,,2
Córdoba,santa-maria,268.000,11.0,2.0,140
Córdoba,santa-maria,290.000,4.0,3.0,218
Córdoba,santa-maria,118.000,4.0,2.0,120
Córdoba,santa-maria,280.000,6.0,4.0,220
Córdoba,santa-maria,280.000,6.0,4.0,220
Córdoba,santa-maria,590.000,8.0,4.0,440
Córdoba,santa-maria,355.000,9.0,3.0,258
Córdoba,santa-maria,790.000,4.0,2.0,300
Córdoba,santa-maria,219.000,8.0,3.0,202
Córdoba,santa-maria,155.000,7.0,3.0,255
Córdoba,santa-maria,280.000,5.0,2.0,188
Córdoba,santa-maria,285.000,5.0,2.0,179
Córdoba,santa-maria,275.000,5.0,2.0,190
Córdoba,santa-maria,280.000,7.0,2.0,285
Córdoba,santa-maria,380.000,5.0,4.0,344
Córdoba,santa-maria,195.000,4.0,3.0,140
Córdoba,santa-maria,125.000,4.0,1.0,193
Córdoba,santa-maria,205.000,,,170
Córdoba,santa-maria,240.000,5.0,3.0,130
Córdoba,santa-maria,198.000,8.0,2.0,113
Córdoba,santa-maria,240.000,5.0,3.0,130
Córdoba,santa-maria,215.000,5.0,2.0,148
Córdoba,santa-maria,280.000,5.0,3.0,211
Córdoba,santa-maria,220.000,4.0,2.0,126
Córdoba,santa-maria,475.000,6.0,3.0,296
Córdoba,santa-maria,290.000,3.0,2.0,300
Córdoba,santa-maria,215.000,4.0,2.0,163
Córdoba,santa-maria,210.000,5.0,3.0,200
Córdoba,santa-maria,105.000,4.0,1.0,115
Córdoba,santa-maria,310.000,5.0,2.0,210
Costa Atlántica,mar-del-plata,42.000,3.0,1.0,85
Costa Atlántica,mar-del-plata,139.000,2.0,2.0,82
Costa Atlántica,mar-del-plata,195.000,4.0,2.0,217
Costa Atlántica,mar-del-plata,78.900,3.0,2.0,56
Costa Atlántica,mar-del-plata,205.000,5.0,3.0,156
Costa Atlántica,mar-del-plata,100.000,4.0,2.0,158
Costa Atlántica,mar-del-plata,98.000,5.0,2.0,135
Costa Atlántica,mar-del-plata,280.000,4.0,2.0,160
Costa Atlántica,mar-del-plata,180.000,3.0,1.0,106
Costa Atlántica,mar-del-plata,200.000,5.0,2.0,455
Costa Atlántica,mar-del-plata,350.000,3.0,3.0,98
Costa Atlántica,mar-del-plata,245.000,4.0,2.0,158
Costa Atlántica,mar-del-plata,190.000,6.0,4.0,157
Costa Atlántica,mar-del-plata,289.900,5.0,3.0,248
Costa Atlántica,mar-del-plata,420.000,5.0,4.0,280
Costa Atlántica,mar-del-plata,495.000,5.0,4.0,289
Costa Atlántica,mar-del-plata,139.900,4.0,,112
Costa Atlántica,mar-del-plata,295.000,3.0,2.0,170
Costa Atlántica,mar-del-plata,340.000,5.0,3.0,217
Costa Atlántica,mar-del-plata,270.000,3.0,3.0,300
Costa Atlántica,mar-del-plata,495.000,5.0,4.0,289
Costa Atlántica,mar-del-plata,217.000,5.0,2.0,213
Costa Atlántica,mar-del-plata,210.000,5.0,3.0,185
Costa Atlántica,mar-del-plata,420.000,5.0,4.0,250
Costa Atlántica,mar-del-plata,440.000,4.0,1.0,183
Costa Atlántica,mar-del-plata,480.000,8.0,6.0,408
Costa Atlántica,mar-del-plata,595.000,6.0,3.0,376
Costa Atlántica,mar-del-plata,349.000,4.0,3.0,262
Costa Atlántica,mar-del-plata,155.000,4.0,3.0,130
Costa Atlántica,mar-del-plata,359.900,4.0,2.0,180
Costa Atlántica,mar-del-plata,95.000,3.0,2.0,103
Costa Atlántica,mar-del-plata,350.000,5.0,3.0,252
Costa Atlántica,mar-del-plata,300.000,4.0,3.0,180
Costa Atlántica,mar-del-plata,490.000,6.0,3.0,293
Costa Atlántica,mar-del-plata,94.900,3.0,1.0,118
Costa Atlántica,mar-del-plata,800.000,6.0,4.0,300
Costa Atlántica,mar-del-plata,49.000,3.0,1.0,158
Costa Atlántica,mar-del-plata,1.550.000,6.0,4.0,401
Costa Atlántica,mar-del-plata,470.000,4.0,3.0,200
Costa Atlántica,mar-del-plata,420.000,4.0,3.0,180
Costa Atlántica,mar-del-plata,235.000,5.0,3.0,290
Costa Atlántica,mar-del-plata,289.000,4.0,3.0,175
Costa Atlántica,mar-del-plata,319.900,4.0,3.0,184
Costa Atlántica,mar-del-plata,590.000,6.0,4.0,376
Costa Atlántica,mar-del-plata,1.400.000,7.0,4.0,522
Costa Atlántica,mar-del-plata,770.000,6.0,4.0,710
Costa Atlántica,mar-del-plata,235.000,5.0,3.0,290
Costa Atlántica,mar-del-plata,185.000,4.0,1.0,150
Costa Atlántica,mar-del-plata,135.000,5.0,2.0,140
Costa Atlántica,mar-del-plata,380.000,4.0,2.0,185
Costa Atlántica,costa-esmeralda,50.000,5.0,4.0,200
Costa Atlántica,costa-esmeralda,350.000,5.0,3.0,170
Costa Atlántica,costa-esmeralda,210.000,4.0,3.0,200
Costa Atlántica,costa-esmeralda,660.000,8.0,5.0,268
Costa Atlántica,costa-esmeralda,210.000,6.0,3.0,185
Costa Atlántica,costa-esmeralda,225.000,5.0,3.0,180
Costa Atlántica,costa-esmeralda,284.000,3.0,2.0,152
Costa Atlántica,costa-esmeralda,199.000,4.0,2.0,148
Costa Atlántica,costa-esmeralda,550.000,5.0,3.0,220
Costa Atlántica,costa-esmeralda,195.000,4.0,2.0,140
Costa Atlántica,costa-esmeralda,400.000,5.0,3.0,170
Costa Atlántica,costa-esmeralda,170.000,1.0,6.0,50
Costa Atlántica,costa-esmeralda,170.000,1.0,6.0,50
Costa Atlántica,costa-esmeralda,380.000,8.0,2.0,220
Costa Atlántica,costa-esmeralda,265.000,4.0,2.0,122
Costa Atlántica,costa-esmeralda,360.000,5.0,4.0,200
Costa Atlántica,costa-esmeralda,700.000,5.0,4.0,153
Costa Atlántica,costa-esmeralda,195.000,3.0,2.0,120
Costa Atlántica,costa-esmeralda,1.350.000,8.0,6.0,434
Costa Atlántica,costa-esmeralda,380.000,5.0,4.0,186
Costa Atlántica,costa-esmeralda,250.000,4.0,2.0,140
Costa Atlántica,costa-esmeralda,520.000,7.0,4.0,700
Costa Atlántica,costa-esmeralda,196.000,5.0,3.0,160
Costa Atlántica,costa-esmeralda,225.000,4.0,2.0,130
Costa Atlántica,costa-esmeralda,195.000,5.0,2.0,144
Costa Atlántica,costa-esmeralda,265.000,4.0,2.0,135
Costa Atlántica,costa-esmeralda,850.000,7.0,6.0,500
Costa Atlántica,costa-esmeralda,360.000,4.0,2.0,138
Costa Atlántica,costa-esmeralda,320.000,5.0,4.0,147
Costa Atlántica,costa-esmeralda,340.000,4.0,2.0,190
Costa Atlántica,costa-esmeralda,350.000,5.0,3.0,180
Costa Atlántica,costa-esmeralda,320.000,5.0,3.0,170
Costa Atlántica,costa-esmeralda,720.000,6.0,5.0,260
Costa Atlántica,costa-esmeralda,630.000,6.0,4.0,256
Costa Atlántica,costa-esmeralda,380.000,6.0,3.0,300
Costa Atlántica,costa-esmeralda,380.000,6.0,4.0,230
Costa Atlántica,costa-esmeralda,235.000,5.0,2.0,180
Costa Atlántica,costa-esmeralda,565.000,5.0,4.0,217
Costa Atlántica,costa-esmeralda,260.000,5.0,3.0,150
Costa Atlántica,costa-esmeralda,580.000,5.0,4.0,288
Costa Atlántica,costa-esmeralda,320.000,5.0,3.0,193
Costa Atlántica,costa-esmeralda,470.000,6.0,5.0,290
Costa Atlántica,costa-esmeralda,269.000,5.0,2.0,221
Costa Atlántica,costa-esmeralda,360.000,4.0,3.0,250
Costa Atlántica,costa-esmeralda,340.000,5.0,3.0,180
Costa Atlántica,costa-esmeralda,255.000,4.0,2.0,140
Costa Atlántica,costa-esmeralda,375.000,5.0,3.0,209
Costa Atlántica,costa-esmeralda,350.000,4.0,3.0,160
Costa Atlántica,costa-esmeralda,260.000,4.0,2.0,131
Costa Atlántica,costa-esmeralda,470.000,5.0,3.0,208
Costa Atlántica,pinamar,1.250.000,5.0,3.0,350
Costa Atlántica,pinamar,1.100.000,5.0,6.0,350
Costa Atlántica,pinamar,279.000,5.0,3.0,200
Costa Atlántica,pinamar,195.000,5.0,2.0,100
Costa Atlántica,pinamar,390.000,5.0,4.0,220
Costa Atlántica,pinamar,550.000,5.0,3.0,330
Costa Atlántica,pinamar,240.000,3.0,2.0,87
Costa Atlántica,pinamar,310.000,5.0,3.0,180
Costa Atlántica,pinamar,268.000,4.0,2.0,114
Costa Atlántica,pinamar,230.000,5.0,2.0,204
Costa Atlántica,pinamar,174.000,4.0,2.0,139
Costa Atlántica,pinamar,225.000,3.0,1.0,74
Costa Atlántica,pinamar,168.000,5.0,3.0,220
Costa Atlántica,pinamar,120.000,4.0,2.0,188
Costa Atlántica,pinamar,1.950.000,6.0,5.0,380
Costa Atlántica,pinamar,490.000,6.0,5.0,430
Costa Atlántica,pinamar,480.000,6.0,3.0,296
Costa Atlántica,pinamar,950.000,6.0,4.0,300
Costa Atlántica,pinamar,395.000,4.0,3.0,160
Costa Atlántica,pinamar,295.000,5.0,3.0,188
Costa Atlántica,pinamar,385.000,4.0,2.0,160
Costa Atlántica,pinamar,470.000,4.0,4.0,260
Costa Atlántica,pinamar,280.000,4.0,2.0,122
Costa Atlántica,pinamar,285.000,8.0,4.0,293
Costa Atlántica,pinamar,199.000,4.0,2.0,168
Costa Atlántica,pinamar,365.000,5.0,3.0,190
Costa Atlántica,pinamar,420.000,4.0,2.0,210
Costa Atlántica,pinamar,850.000,4.0,2.0,275
Costa Atlántica,pinamar,276.000,6.0,3.0,235
Costa Atlántica,pinamar,790.000,5.0,5.0,347
Costa Atlántica,pinamar,264.000,5.0,4.0,270
Costa Atlántica,pinamar,204.000,5.0,3.0,204
Costa Atlántica,pinamar,239.000,5.0,3.0,230
Costa Atlántica,pinamar,199.000,5.0,2.0,215
Costa Atlántica,pinamar,1.050.000,6.0,5.0,497
Costa Atlántica,pinamar,120.000,4.0,2.0,53
Costa Atlántica,pinamar,429.000,5.0,3.0,230
Costa Atlántica,pinamar,420.000,4.0,2.0,210
Costa Atlántica,pinamar,295.000,4.0,3.0,168
Costa Atlántica,pinamar,420.000,5.0,2.0,240
Costa Atlántica,pinamar,500.000,5.0,3.0,295
Costa Atlántica,pinamar,460.000,8.0,4.0,515
Costa Atlántica,pinamar,490.000,5.0,5.0,380
Costa Atlántica,pinamar,399.999,5.0,4.0,232
Costa Atlántica,pinamar,1.950.000,5.0,3.0,650
Costa Atlántica,pinamar,205.000,4.0,4.0,100
Costa Atlántica,pinamar,2.050.000,7.0,6.0,600
Costa Atlántica,pinamar,470.000,5.0,3.0,227
Costa Atlántica,pinamar,139.000,,,104
Costa Atlántica,pinamar,269.000,5.0,4.0,185
Costa Atlántica,mar-del-tuyu,35.000,3.0,2.0,65
Costa Atlántica,mar-del-tuyu,39.999,4.0,2.0,65
Costa Atlántica,mar-del-tuyu,22.000,3.0,1.0,50
Costa Atlántica,mar-del-tuyu,28.000,3.0,1.0,48
Costa Atlántica,mar-del-tuyu,35.000,3.0,1.0,50
Costa Atlántica,mar-del-tuyu,33.000,3.0,1.0,37
Costa Atlántica,mar-del-tuyu,40.000,3.0,2.0,66
Costa Atlántica,mar-del-tuyu,32.000,3.0,1.0,48
Costa Atlántica,mar-del-tuyu,37.000,3.0,2.0,35
Costa Atlántica,mar-del-tuyu,40.000,3.0,2.0,60
Costa Atlántica,mar-del-tuyu,43.000,3.0,1.0,45
Costa Atlántica,mar-del-tuyu,38.000,3.0,1.0,70
Costa Atlántica,mar-del-tuyu,38.000,3.0,1.0,70
Costa Atlántica,mar-del-tuyu,75.000,4.0,2.0,70
Costa Atlántica,mar-del-tuyu,120.000,5.0,3.0,170
Costa Atlántica,mar-del-tuyu,32.500,3.0,1.0,70
Costa Atlántica,mar-del-tuyu,55.000,4.0,2.0,90
Costa Atlántica,mar-del-tuyu,90.000,4.0,2.0,1
Costa Atlántica,mar-del-tuyu,59.500,4.0,2.0,65
Costa Atlántica,mar-del-tuyu,200.000,5.0,2.0,55
Costa Atlántica,mar-del-tuyu,30.000,4.0,2.0,50
Costa Atlántica,mar-del-tuyu,39.000,4.0,2.0,55
Costa Atlántica,mar-del-tuyu,43.900,4.0,1.0,65
Costa Atlántica,mar-del-tuyu,54.000,3.0,1.0,60
Costa Atlántica,mar-del-tuyu,35.000,3.0,1.0,45
Costa Atlántica,mar-del-tuyu,35.000,3.0,1.0,50
Costa Atlántica,mar-del-tuyu,43.000,4.0,2.0,35
Costa Atlántica,mar-del-tuyu,140.000,4.0,2.0,138
Costa Atlántica,mar-del-tuyu,31.000,3.0,1.0,50
Costa Atlántica,mar-del-tuyu,32.000,3.0,1.0,70
Costa Atlántica,mar-del-tuyu,36.000,3.0,1.0,45
Costa Atlántica,mar-del-tuyu,53.000,5.0,3.0,45
Costa Atlántica,mar-del-tuyu,40.000,4.0,2.0,50
Costa Atlántica,mar-del-tuyu,55.000,3.0,1.0,71
Costa Atlántica,mar-del-tuyu,98.000,2.0,1.0,60
Costa Atlántica,mar-del-tuyu,40.000,3.0,2.0,42
Costa Atlántica,mar-del-tuyu,35.000,3.0,1.0,90
Costa Atlántica,mar-del-tuyu,48.000,3.0,1.0,110
Costa Atlántica,mar-del-tuyu,74.000,3.0,2.0,80
Costa Atlántica,mar-del-tuyu,32.000,4.0,1.0,50
Costa Atlántica,mar-del-tuyu,37.500,3.0,1.0,60
Costa Atlántica,mar-del-tuyu,55.000,4.0,2.0,45
Costa Atlántica,mar-del-tuyu,57.000,3.0,1.0,81
Costa Atlántica,mar-del-tuyu,43.000,4.0,2.0,50
Costa Atlántica,mar-del-tuyu,39.500,3.0,1.0,65
Costa Atlántica,mar-del-tuyu,65.000,5.0,2.0,60
Costa Atlántica,mar-del-tuyu,38.000,3.0,2.0,60
Costa Atlántica,mar-del-tuyu,45.000,3.0,2.0,60
Costa Atlántica,mar-del-tuyu,55.000,3.0,1.0,75
Costa Atlántica,mar-del-tuyu,62.000,3.0,1.0,50
Costa Atlántica,villa-gesell,59.000,4.0,2.0,70
Costa Atlántica,villa-gesell,145.000,5.0,2.0,118
Costa Atlántica,villa-gesell,150.000,4.0,2.0,140
Costa Atlántica,villa-gesell,68.000,4.0,1.0,70
Costa Atlántica,villa-gesell,98.000,4.0,2.0,97
Costa Atlántica,villa-gesell,105.000,3.0,1.0,72
Costa Atlántica,villa-gesell,79.000,3.0,2.0,124
Costa Atlántica,villa-gesell,89.000,7.0,2.0,138
Costa Atlántica,villa-gesell,70.000,3.0,1.0,65
Costa Atlántica,villa-gesell,78.000,3.0,2.0,81
Costa Atlántica,villa-gesell,135.000,7.0,2.0,140
Costa Atlántica,villa-gesell,59.500,4.0,1.0,61
Costa Atlántica,villa-gesell,70.000,4.0,1.0,84
Costa Atlántica,villa-gesell,450.000,6.0,3.0,450
Costa Atlántica,villa-gesell,89.900,4.0,2.0,70
Costa Atlántica,villa-gesell,175.000,11.0,5.0,154
Costa Atlántica,villa-gesell,118.000,4.0,2.0,104
Costa Atlántica,villa-gesell,65.000,3.0,1.0,86
Costa Atlántica,villa-gesell,265.000,5.0,3.0,168
Costa Atlántica,villa-gesell,72.000,3.0,1.0,65
Costa Atlántica,villa-gesell,240.000,4.0,,130
Costa Atlántica,villa-gesell,67.000,3.0,1.0,70
Costa Atlántica,villa-gesell,50.000,3.0,1.0,60
Costa Atlántica,villa-gesell,195.000,3.0,2.0,185
Costa Atlántica,villa-gesell,178.900,4.0,2.0,112
Costa Atlántica,villa-gesell,260.000,4.0,2.0,178
Costa Atlántica,villa-gesell,230.000,4.0,2.0,190
Costa Atlántica,villa-gesell,175.000,6.0,2.0,150
Costa Atlántica,villa-gesell,62.000,3.0,1.0,67
Costa Atlántica,villa-gesell,110.000,3.0,2.0,87
Costa Atlántica,villa-gesell,500.000,3.0,2.0,390
Costa Atlántica,villa-gesell,118.000,4.0,2.0,215
Costa Atlántica,villa-gesell,45.000,5.0,2.0,106
Costa Atlántica,villa-gesell,40.000,4.0,2.0,70
Costa Atlántica,villa-gesell,79.000,4.0,2.0,91
Costa Atlántica,villa-gesell,82.000,3.0,3.0,80
Costa Atlántica,villa-gesell,390.000,9.0,8.0,200
Costa Atlántica,villa-gesell,64.999,4.0,2.0,80
Costa Atlántica,villa-gesell,175.000,6.0,2.0,150
Costa Atlántica,villa-gesell,155.000,5.0,2.0,164
Costa Atlántica,villa-gesell,120.000,5.0,4.0,100
Costa Atlántica,villa-gesell,55.000,4.0,1.0,50
Costa Atlántica,villa-gesell,75.000,3.0,1.0,48
Costa Atlántica,villa-gesell,120.000,3.0,1.0,78
Costa Atlántica,villa-gesell,70.000,6.0,3.0,141
Costa Atlántica,villa-gesell,112.000,3.0,2.0,91
Costa Atlántica,villa-gesell,150.000,3.0,1.0,112
Costa Atlántica,villa-gesell,65.000,3.0,1.0,54
Costa Atlántica,villa-gesell,250.000,7.0,4.0,152
Costa Atlántica,villa-gesell,130.000,5.0,2.0,10
Costa Atlántica,mar-de-ajo,64.000,3.0,2.0,82
Costa Atlántica,mar-de-ajo,52.000,3.0,2.0,70
Costa Atlántica,mar-de-ajo,190.000,3.0,1.0,300
Costa Atlántica,mar-de-ajo,50.000,4.0,2.0,300
Costa Atlántica,mar-de-ajo,790.000,4.0,3.0,420
Costa Atlántica,mar-de-ajo,47.000,3.0,1.0,100
Costa Atlántica,mar-de-ajo,168.000,8.0,3.0,270
Costa Atlántica,mar-de-ajo,85.000,2.0,2.0,150
Costa Atlántica,mar-de-ajo,45.000,3.0,1.0,50
Costa Atlántica,mar-de-ajo,37.000,2.0,1.0,50
Costa Atlántica,mar-de-ajo,32.000,1.0,1.0,34
Costa Atlántica,mar-de-ajo,150.000,4.0,3.0,140
Costa Atlántica,mar-de-ajo,98.500,4.0,2.0,80
Costa Atlántica,mar-de-ajo,317.000,8.0,4.0,210
Costa Atlántica,mar-de-ajo,37.000,2.0,1.0,37
Costa Atlántica,mar-de-ajo,72.000,2.0,2.0,60
Costa Atlántica,mar-de-ajo,380.000,5.0,4.0,386
Costa Atlántica,mar-de-ajo,80.000,6.0,3.0,160
Costa Atlántica,mar-de-ajo,94.000,3.0,1.0,68
Costa Atlántica,mar-de-ajo,160.000,4.0,2.0,161
Costa Atlántica,mar-de-ajo,92.000,4.0,2.0,100
Costa Atlántica,mar-de-ajo,98.000,4.0,2.0,78
Costa Atlántica,mar-de-ajo,45.000,3.0,2.0,49
Costa Atlántica,mar-de-ajo,99.000,5.0,3.0,200
Costa Atlántica,mar-de-ajo,65.000,3.0,2.0,80
Costa Atlántica,mar-de-ajo,99.000,3.0,1.0,50
Costa Atlántica,mar-de-ajo,89.000,4.0,1.0,150
Costa Atlántica,mar-de-ajo,65.000,4.0,2.0,50
Costa Atlántica,mar-de-ajo,37.000,3.0,1.0,69
Costa Atlántica,mar-de-ajo,43.000,3.0,2.0,60
Costa Atlántica,mar-de-ajo,80.000,4.0,2.0,52
Costa Atlántica,mar-de-ajo,121.500,4.0,2.0,90
Costa Atlántica,mar-de-ajo,294.000,8.0,4.0,210
Costa Atlántica,mar-de-ajo,23.000,2.0,2.0,40
Costa Atlántica,mar-de-ajo,35.000,3.0,1.0,50
Costa Atlántica,mar-de-ajo,90.000,3.0,1.0,130
Costa Atlántica,mar-de-ajo,79.000,5.0,2.0,90
Costa Atlántica,mar-de-ajo,75.000,3.0,2.0,90
Costa Atlántica,mar-de-ajo,140.000,4.0,2.0,150
Costa Atlántica,mar-de-ajo,41.500,3.0,1.0,36
Costa Atlántica,mar-de-ajo,77.000,5.0,2.0,110
Costa Atlántica,mar-de-ajo,145.000,4.0,3.0,106
Costa Atlántica,mar-de-ajo,68.000,5.0,2.0,70
Costa Atlántica,mar-de-ajo,175.000,3.0,3.0,106
Costa Atlántica,mar-de-ajo,70.000,2.0,3.0,50
Costa Atlántica,mar-de-ajo,104.000,3.0,2.0,136
Costa Atlántica,mar-de-ajo,230.000,4.0,2.0,125
Costa Atlántica,mar-de-ajo,110.000,6.0,4.0,390
Costa Atlántica,mar-de-ajo,90.000,6.0,2.0,130
Costa Atlántica,mar-de-ajo,310.000,5.0,3.0,254
Buenos Aires Interior,lujan,90.000,3.0,1.0,112
Buenos Aires Interior,lujan,205.000,6.0,5.0,300
Buenos Aires Interior,lujan,260.000,5.0,2.0,271
Buenos Aires Interior,lujan,197.000,4.0,2.0,180
Buenos Aires Interior,lujan,235.000,5.0,3.0,190
Buenos Aires Interior,lujan,315.000,5.0,3.0,212
Buenos Aires Interior,lujan,320.000,5.0,3.0,206
Buenos Aires Interior,lujan,315.000,7.0,3.0,170
Buenos Aires Interior,lujan,340.000,4.0,2.0,166
Buenos Aires Interior,lujan,75.000,2.0,1.0,48
Buenos Aires Interior,lujan,460.000,7.0,4.0,410
Buenos Aires Interior,lujan,199.000,5.0,4.0,176
Buenos Aires Interior,lujan,65.000,4.0,1.0,73
Buenos Aires Interior,lujan,160.000,4.0,2.0,210
Buenos Aires Interior,lujan,255.000,5.0,2.0,300
Buenos Aires Interior,lujan,115.000,4.0,3.0,170
Buenos Aires Interior,lujan,175.000,4.0,3.0,900
Buenos Aires Interior,lujan,190.000,4.0,,165
Buenos Aires Interior,lujan,85.000,5.0,3.0,166
Buenos Aires Interior,lujan,249.000,5.0,3.0,200
Buenos Aires Interior,lujan,650.000,7.0,5.0,500
Buenos Aires Interior,lujan,205.000,5.0,2.0,143
Buenos Aires Interior,lujan,175.000,4.0,2.0,164
Buenos Aires Interior,lujan,240.000,4.0,2.0,154
Buenos Aires Interior,lujan,235.000,5.0,4.0,181
Buenos Aires Interior,lujan,550.000,5.0,2.0,277
Buenos Aires Interior,lujan,390.000,4.0,2.0,2
Buenos Aires Interior,lujan,279.000,8.0,5.0,309
Buenos Aires Interior,lujan,295.000,5.0,3.0,185
Buenos Aires Interior,lujan,148.000,5.0,2.0,140
Buenos Aires Interior,lujan,345.000,5.0,4.0,302
Buenos Aires Interior,lujan,695.000,6.0,,303
Buenos Aires Interior,lujan,350.000,7.0,4.0,230
Buenos Aires Interior,lujan,350.000,5.0,3.0,257
Buenos Aires Interior,lujan,240.000,4.0,2.0,168
Buenos Aires Interior,lujan,229.000,4.0,2.0,154
Buenos Aires Interior,lujan,310.000,6.0,3.0,400
Buenos Aires Interior,lujan,490.000,7.0,3.0,1
Buenos Aires Interior,lujan,390.000,6.0,4.0,282
Buenos Aires Interior,lujan,225.000,4.0,2.0,158
Buenos Aires Interior,lujan,430.000,5.0,2.0,250
Buenos Aires Interior,lujan,285.000,8.0,3.0,235
Buenos Aires Interior,lujan,250.000,3.0,3.0,160
Buenos Aires Interior,lujan,290.000,5.0,3.0,134
Buenos Aires Interior,lujan,295.000,4.0,2.0,185
Buenos Aires Interior,lujan,690.000,6.0,4.0,460
Buenos Aires Interior,lujan,550.000,5.0,,277
Buenos Aires Interior,lujan,270.000,10.0,2.0,218
Buenos Aires Interior,lujan,245.000,4.0,3.0,162
Buenos Aires Interior,lujan,350.000,6.0,2.0,257
Buenos Aires Interior,san-vicente,890.000,4.0,4.0,400
Buenos Aires Interior,san-vicente,420.000,5.0,4.0,270
Buenos Aires Interior,san-vicente,620.000,4.0,3.0,2
Buenos Aires Interior,san-vicente,180.000,4.0,2.0,124
Buenos Aires Interior,san-vicente,750.000,6.0,4.0,460
Buenos Aires Interior,san-vicente,250.000,5.0,2.0,177
Buenos Aires Interior,san-vicente,595.000,9.0,7.0,530
Buenos Aires Interior,san-vicente,230.000,4.0,3.0,211
Buenos Aires Interior,san-vicente,489.000,5.0,3.0,375
Buenos Aires Interior,san-vicente,222.900,4.0,3.0,170
Buenos Aires Interior,san-vicente,300.000,5.0,4.0,180
Buenos Aires Interior,san-vicente,229.000,4.0,3.0,195
Buenos Aires Interior,san-vicente,349.000,5.0,4.0,230
Buenos Aires Interior,san-vicente,490.000,5.0,4.0,335
Buenos Aires Interior,san-vicente,450.000,7.0,2.0,335
Buenos Aires Interior,san-vicente,545.000,5.0,4.0,457
Buenos Aires Interior,san-vicente,217.900,4.0,3.0,171
Buenos Aires Interior,san-vicente,435.000,5.0,3.0,290
Buenos Aires Interior,san-vicente,465.000,6.0,3.0,214
Buenos Aires Interior,san-vicente,300.000,5.0,4.0,180
Buenos Aires Interior,san-vicente,320.000,5.0,3.0,300
Buenos Aires Interior,san-vicente,219.000,4.0,3.0,195
Buenos Aires Interior,san-vicente,220.000,4.0,1.0,123
Buenos Aires Interior,san-vicente,340.000,5.0,3.0,161
Buenos Aires Interior,san-vicente,480.000,7.0,4.0,320
Buenos Aires Interior,san-vicente,375.000,6.0,3.0,320
Buenos Aires Interior,san-vicente,78.000,3.0,2.0,130
Buenos Aires Interior,san-vicente,254.000,3.0,2.0,180
Buenos Aires Interior,san-vicente,254.000,3.0,2.0,180
Buenos Aires Interior,san-vicente,325.000,4.0,3.0,265
Buenos Aires Interior,san-vicente,244.900,4.0,2.0,165
Buenos Aires Interior,san-vicente,585.000,6.0,4.0,330
Buenos Aires Interior,san-vicente,306.000,7.0,3.0,230
Buenos Aires Interior,san-vicente,215.000,4.0,2.0,174
Buenos Aires Interior,san-vicente,749.000,6.0,4.0,552
Buenos Aires Interior,san-vicente,275.000,6.0,2.0,200
Buenos Aires Interior,san-vicente,315.000,5.0,4.0,191
Buenos Aires Interior,san-vicente,269.000,5.0,3.0,190
Buenos Aires Interior,san-vicente,220.000,5.0,3.0,148
Buenos Aires Interior,san-vicente,279.000,4.0,2.0,157
Buenos Aires Interior,san-vicente,335.000,6.0,2.0,177
Buenos Aires Interior,san-vicente,365.000,5.0,3.0,1
Buenos Aires Interior,san-vicente,195.000,5.0,2.0,170
Buenos Aires Interior,san-vicente,295.000,5.0,3.0,250
Buenos Aires Interior,san-vicente,229.000,4.0,3.0,180
Buenos Aires Interior,san-vicente,245.000,5.0,3.0,170
Buenos Aires Interior,san-vicente,245.000,5.0,4.0,220
Buenos Aires Interior,san-vicente,195.000,4.0,2.0,200
Buenos Aires Interior,san-vicente,239.000,6.0,3.0,160
Buenos Aires Interior,san-vicente,330.000,6.0,,236
